"Close Shave, A (1995)",4.644444444444445
"Wrong Trousers, The (1993)",4.588235294117647
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),4.572649572649572
Wallace & Gromit: The Best of Aardman Animation (1996),4.563106796116505
Schindler's List (1993),4.56260162601626
"Shawshank Redemption, The (1994)",4.539074960127592
"Grand Day Out, A (1992)",4.537878787878788
To Kill a Mockingbird (1962),4.536666666666667
Creature Comforts (1990),4.513888888888889
"Usual Suspects, The (1995)",4.513317191283293
It Happened One Night (1934),4.5
Rear Window (1954),4.484536082474227
Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),4.481132075471698
"Sixth Sense, The (1999)",4.477409638554217
"Third Man, The (1949)",4.466019417475728
Some Like It Hot (1959),4.462745098039216
City Lights (1931),4.4520547945205475
Notorious (1946),4.448717948717949
"Philadelphia Story, The (1940)",4.446808510638298
Life Is Beautiful (La Vita � bella) (1997),4.422343324250681
Strangers on a Train (1951),4.4148148148148145
"Bicycle Thief, The (Ladri di biciclette) (1948)",4.407407407407407
Mr. Smith Goes to Washington (1939),4.4
"Thin Blue Line, The (1988)",4.396551724137931
"Killing Fields, The (1984)",4.378048780487805
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),4.376623376623376
Ran (1985),4.365079365079365
North by Northwest (1959),4.364457831325301
All About Eve (1950),4.3630573248407645
"Manchurian Candidate, The (1962)",4.358823529411764
"Wizard of Oz, The (1939)",4.355029585798817
Roman Holiday (1953),4.353211009174312
Amadeus (1984),4.346733668341709
"Maltese Falcon, The (1941)",4.3446808510638295
"Princess Bride, The (1987)",4.3427672955974845
My Fair Lady (1964),4.336666666666667
Singin' in the Rain (1952),4.333333333333333
All About My Mother (Todo Sobre Mi Madre) (1999),4.333333333333333
Raiders of the Lost Ark (1981),4.3321678321678325
Citizen Kane (1941),4.332142857142857
Some Folks Call It a Sling Blade (1993),4.329411764705882
And Now for Something Completely Different (1971),4.325581395348837
Run Lola Run (Lola rennt) (1998),4.324626865671642
"African Queen, The (1951)",4.324232081911263
Cinema Paradiso (1988),4.317535545023697
M (1931),4.316666666666666
"Godfather, The (1972)",4.3146997929606625
Charade (1963),4.31404958677686
His Girl Friday (1940),4.3125
Rebecca (1940),4.312138728323699
One Flew Over the Cuckoo's Nest (1975),4.3108108108108105
It's a Wonderful Life (1946),4.31
"Bridge on the River Kwai, The (1957)",4.304964539007092
Star Wars: Episode IV - A New Hope (1977),4.302936630602782
Casablanca (1942),4.300990099009901
Young Frankenstein (1974),4.289962825278811
Double Indemnity (1944),4.282051282051282
"Christmas Story, A (1983)",4.278592375366569
Laura (1944),4.277777777777778
Vertigo (1958),4.277777777777778
"Big Sleep, The (1946)",4.272
"Silence of the Lambs, The (1991)",4.2719546742209635
Gone with the Wind (1939),4.26984126984127
Hoop Dreams (1994),4.265432098765432
Arsenic and Old Lace (1944),4.265217391304348
Raise the Red Lantern (1991),4.2631578947368425
Hard-Boiled (Lashou shentan) (1992),4.2592592592592595
When Harry Met Sally... (1989),4.257028112449799
Chinatown (1974),4.254901960784314
"Streetcar Named Desire, A (1951)",4.254777070063694
Henry V (1989),4.252427184466019
Top Hat (1935),4.245762711864407
Sling Blade (1996),4.245033112582782
Three Colors: Red (1994),4.243478260869566
Lawrence of Arabia (1962),4.2405063291139244
American Beauty (1999),4.238900634249472
Monty Python and the Holy Grail (1974),4.235795454545454
"Sound of Music, The (1965)",4.233676975945017
Sense and Sensibility (1995),4.233333333333333
"Graduate, The (1967)",4.229333333333333
West Side Story (1961),4.228373702422146
Waiting for Guffman (1996),4.227941176470588
Modern Times (1936),4.2272727272727275
Much Ado About Nothing (1993),4.224334600760456
Almost Famous (2000),4.2202166064981945
Fargo (1996),4.21765601217656
Bringing Up Baby (1938),4.209876543209877
"Sting, The (1973)",4.208661417322834
Toy Story 2 (1999),4.2082379862700225
When We Were Kings (1996),4.204081632653061
My Life as a Dog (Mitt liv som hund) (1985),4.203703703703703
To Catch a Thief (1955),4.203592814371257
Farewell My Concubine (1993),4.202020202020202
Mary Poppins (1964),4.19774011299435
Elizabeth (1998),4.197101449275363
"Producers, The (1968)",4.193548387096774
Harold and Maude (1971),4.1923076923076925
On the Waterfront (1954),4.190476190476191
Toy Story (1995),4.187817258883249
"Conversation, The (1974)",4.1875
Dial M for Murder (1954),4.1875
"Room with a View, A (1986)",4.187250996015936
"Apartment, The (1960)",4.185483870967742
12 Angry Men (1957),4.184397163120567
American History X (1998),4.181818181818182
Local Hero (1983),4.181818181818182
Shakespeare in Love (1998),4.181704260651629
Midnight Cowboy (1969),4.181208053691275
Glory (1989),4.179372197309417
In the Heat of the Night (1967),4.177777777777778
"Man Who Would Be King, The (1975)",4.176470588235294
Butch Cassidy and the Sundance Kid (1969),4.175862068965517
Good Will Hunting (1997),4.17467248908297
Strictly Ballroom (1992),4.1743421052631575
Three Days of the Condor (1975),4.173913043478261
"Adventures of Robin Hood, The (1938)",4.166666666666667
Diva (1981),4.1647058823529415
"Great Escape, The (1963)",4.163043478260869
Harvey (1950),4.161016949152542
"Right Stuff, The (1983)",4.160714285714286
Being John Malkovich (1999),4.1599297012302285
"Green Mile, The (1999)",4.159722222222222
"Color Purple, The (1985)",4.15819209039548
Gandhi (1982),4.155555555555556
"King and I, The (1956)",4.148387096774194
Inherit the Wind (1960),4.1466666666666665
Stand by Me (1986),4.146341463414634
Big Night (1996),4.141843971631205
Blood Simple (1984),4.140350877192983
Sabrina (1954),4.139896373056994
Dead Poets Society (1989),4.133891213389122
"Boat, The (Das Boot) (1981)",4.133333333333334
Say Anything... (1989),4.1294498381877025
Ordinary People (1980),4.128491620111732
"Matrix, The (1999)",4.128404669260701
"Postino, Il (The Postman) (1994)",4.125628140703518
"Thin Man, The (1934)",4.125
Lone Star (1996),4.1234567901234565
Taxi Driver (1976),4.1195219123505975
Psycho (1960),4.117056856187291
Witness (1985),4.115853658536586
Saving Private Ryan (1998),4.114782608695652
"Full Monty, The (1997)",4.113456464379947
From Here to Eternity (1953),4.110091743119266
Boys Don't Cry (1999),4.109154929577465
Metropolis (1926),4.107692307692307
Star Wars: Episode V - The Empire Strikes Back (1980),4.106481481481482
L.A. Confidential (1997),4.106007067137809
Stalag 17 (1953),4.104477611940299
Ferris Bueller's Day Off (1986),4.10443864229765
Rain Man (1988),4.101648351648351
My Left Foot (1989),4.101351351351352
"Fugitive, The (1993)",4.100456621004566
Breaker Morant (1980),4.096774193548387
Indiana Jones and the Last Crusade (1989),4.096096096096096
Eat Drink Man Woman (1994),4.095890410958904
Doctor Zhivago (1965),4.094972067039106
"Elephant Man, The (1980)",4.094017094017094
Remember the Titans (2000),4.093457943925234
M*A*S*H (1970),4.093023255813954
Sophie's Choice (1982),4.091603053435114
E.T. the Extra-Terrestrial (1982),4.0898502495840265
"Grapes of Wrath, The (1940)",4.088888888888889
Holiday Inn (1942),4.088495575221239
Gladiator (2000),4.088311688311689
This Is Spinal Tap (1984),4.088
Shall We Dance? (Shall We Dansu?) (1996),4.087248322147651
Blade Runner (1982),4.086538461538462
October Sky (1999),4.0813953488372094
Mister Roberts (1955),4.079545454545454
Like Water for Chocolate (Como agua para chocolate) (1992),4.078947368421052
Roger & Me (1989),4.0777777777777775
"Sweet Hereafter, The (1997)",4.076923076923077
Cool Hand Luke (1967),4.073863636363637
"City of Lost Children, The (1995)",4.073529411764706
GoodFellas (1990),4.072423398328691
"Last Emperor, The (1987)",4.072368421052632
Pulp Fiction (1994),4.071955719557195
Delicatessen (1991),4.067415730337078
"Hustler, The (1961)",4.066666666666666
Breaking Away (1979),4.0661764705882355
Bonnie and Clyde (1967),4.064327485380117
Willy Wonka and the Chocolate Factory (1971),4.063953488372093
All That Jazz (1979),4.061855670103093
"Guns of Navarone, The (1961)",4.061224489795919
Emma (1996),4.061151079136691
Driving Miss Daisy (1989),4.059633027522936
Watership Down (1978),4.057142857142857
Brazil (1985),4.05625
Best in Show (2000),4.05607476635514
Beauty and the Beast (1991),4.054945054945055
Apollo 13 (1995),4.054878048780488
Dangerous Liaisons (1988),4.054607508532423
Guys and Dolls (1955),4.051724137931035
"Straight Story, The (1999)",4.051470588235294
Cat on a Hot Tin Roof (1958),4.046296296296297
Take the Money and Run (1969),4.045454545454546
Forrest Gump (1994),4.045031055900621
"Treasure of the Sierra Madre, The (1948)",4.044943820224719
Breakfast at Tiffany's (1961),4.044728434504792
Hud (1963),4.044117647058823
Five Easy Pieces (1970),4.043956043956044
