"Good, The Bad and The Ugly, The (1966)",3.494949494949495,4.2213001383125865,0.7263506433630917
"Kentucky Fried Movie, The (1977)",2.878787878787879,3.5551470588235294,0.6763591800356505
Dumb & Dumber (1994),2.697986577181208,3.336594911937378,0.63860833475617
"Longest Day, The (1962)",3.411764705882353,4.031446540880503,0.6196818349981501
"Cable Guy, The (1996)",2.25,2.8637873754152823,0.6137873754152823
Evil Dead II (Dead By Dawn) (1987),3.2972972972972974,3.909282700421941,0.6119854031246437
"Hidden, The (1987)",3.1379310344827585,3.7450980392156863,0.6071670047329278
Rocky III (1982),2.3617021276595747,2.943502824858757,0.5818006971991823
Caddyshack (1980),3.396135265700483,3.969736842105263,0.5736015764047799
For a Few Dollars More (1965),3.409090909090909,3.953795379537954,0.5447044704470447
Porky's (1981),2.296875,2.8363636363636364,0.5394886363636364
Animal House (1978),3.62890625,4.167192429022082,0.5382861790220819
"Exorcist, The (1973)",3.5376344086021505,4.067238912732475,0.5296045041303246
Fright Night (1985),2.973684210526316,3.5,0.5263157894736841
Barb Wire (1996),1.5853658536585367,2.1003861003861,0.5150202467275635
Rocky II (1979),2.7413793103448274,3.242894056847545,0.5015147465027177
Beavis and Butt-head Do America (1996),2.6373626373626373,3.1354166666666665,0.4980540293040292
Big Trouble in Little China (1986),2.9879518072289155,3.4850299401197606,0.4970781328908451
From Dusk Till Dawn (1996),2.7357142857142858,3.2325581395348837,0.4968438538205979
"Wild Bunch, The (1969)",3.6363636363636362,4.128099173553719,0.49173553719008245
Akira (1988),3.511111111111111,3.98034398034398,0.4692328692328691
"Me, Myself and Irene (2000)",2.6293103448275863,3.0968468468468466,0.46753650201926034
Kingpin (1996),3.0923076923076924,3.55748031496063,0.4651726226529376
Where Eagles Dare (1969),3.3846153846153846,3.8333333333333335,0.4487179487179489
Reservoir Dogs (1992),3.769230769230769,4.213872832369942,0.444642063139173
Raging Bull (1980),3.831932773109244,4.263440860215054,0.4315080871058101
Godzilla (Gojira) (1954),2.948717948717949,3.3740458015267176,0.4253278528087687
"South Park: Bigger, Longer and Uncut (1999)",3.4224806201550386,3.8466864490603365,0.4242058289052979
Eyes Wide Shut (1999),2.8912133891213387,3.3059490084985836,0.4147356193772449
Tommy Boy (1995),3.1707317073170733,3.5853658536585367,0.41463414634146334
Rounders (1998),3.2666666666666666,3.680701754385965,0.4140350877192982
Airplane! (1980),3.6565656565656566,4.064419475655431,0.40785381908977403
Predator (1987),3.2994011976047903,3.7061946902654865,0.4067934926606962
Unforgiven (1992),3.748427672955975,4.155131264916467,0.40670359196049244
Carlito's Way (1993),3.3404255319148937,3.7422360248447206,0.40181049292982696
Patton (1970),3.925531914893617,4.3248638838475495,0.3993319689539323
"Godfather: Part II, The (1974)",4.04093567251462,4.437777777777778,0.39684210526315766
"Clockwork Orange, A (1971)",3.7570093457943927,4.145812807881773,0.3888034620873806
Glengarry Glen Ross (1992),3.584,3.968609865470852,0.3846098654708521
Aliens (1986),3.8020833333333335,4.18668407310705,0.38460073977371634
Fletch (1985),3.2844827586206895,3.668737060041408,0.3842543014207185
"Fistful of Dollars, A (1964)",3.6444444444444444,4.027253668763103,0.38280922431865827
Starship Troopers (1997),2.802721088435374,3.1811023622047245,0.3783812737693504
Last Man Standing (1996),2.5555555555555554,2.9327731092436973,0.3772175536881419
"Princess Mononoke, The (Mononoke Hime) (1997)",3.84375,4.217081850533808,0.37333185053380813
Deconstructing Harry (1997),3.138888888888889,3.509433962264151,0.3705450733752622
High Noon (1952),3.873015873015873,4.235294117647059,0.36227824463118585
Ronin (1998),3.219047619047619,3.573466476462197,0.3544188574145779
Topsy-Turvy (1999),3.463917525773196,3.816425120772947,0.35250759499975093
Christmas Vacation (1989),3.3162393162393164,3.6683417085427137,0.35210239230339724
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",2.802469135802469,3.1542857142857144,0.3518165784832452
"Devil's Own, The (1997)",2.574074074074074,2.923076923076923,0.34900284900284895
Thunderball (1965),3.4,3.748587570621469,0.34858757062146895
"Naked Gun: From the Files of Police Squad!, The (1988)",3.3951612903225805,3.742957746478873,0.3477964561562925
Payback (1999),3.207547169811321,3.553223388305847,0.3456762184945261
Conan the Barbarian (1982),3.125,3.4695121951219514,0.3445121951219514
Touch of Evil (1958),3.944954128440367,4.288888888888889,0.3439347604485219
In the Company of Men (1997),3.52,3.8620689655172415,0.34206896551724153
"Lock, Stock & Two Smoking Barrels (1998)",3.628787878787879,3.969574036511156,0.34078615772327714
Desperado (1995),3.1724137931034484,3.512141280353201,0.33972748724975244
Apocalypse Now (1979),3.9553072625698324,4.294884653961885,0.3395773913920528
Fear and Loathing in Las Vegas (1998),3.0793650793650795,3.4170212765957446,0.3376561972306651
"Nightmare on Elm Street, A (1984)",3.217391304347826,3.554317548746518,0.336926244398692
Full Metal Jacket (1987),3.82183908045977,4.157407407407407,0.3355683269476373
Deliverance (1972),3.664,3.998344370860927,0.33434437086092705
King Kong (1933),3.377049180327869,3.7097791798107256,0.33272999948285653
Terminator 2: Judgment Day (1991),3.7850877192982457,4.115367077063383,0.3302793577651375
Spartacus (1960),3.742857142857143,4.073033707865169,0.33017656500802595
Back to School (1986),2.8857142857142857,3.214788732394366,0.32907444668008035
Alien (1979),3.8882521489971347,4.216119402985075,0.3278672539879399
Spawn (1997),2.3333333333333335,2.660287081339713,0.32695374800637955
"Thing, The (1982)",3.5,3.825885978428351,0.3258859784283512
"Frighteners, The (1996)",3.0847457627118646,3.4050179211469533,0.3202721584350887
Mad Max 2 (a.k.a. The Road Warrior) (1981),3.393700787401575,3.7133406835722162,0.31963989617064126
Bottle Rocket (1996),3.604651162790698,3.9238095238095236,0.3191583610188258
Rambo: First Blood Part II (1985),2.5384615384615383,2.856353591160221,0.3178920526986828
"Omen, The (1976)",3.367088607594937,3.684848484848485,0.31775987725354815
First Blood (1982),3.2857142857142856,3.5994475138121547,0.3137332280978691
"Nutty Professor, The (1996)",2.757847533632287,3.0689655172413794,0.31111798360909226
Escape from New York (1981),3.1946902654867255,3.504539559014267,0.30984929352754165
"Terminator, The (1984)",3.899728997289973,4.2058993637941,0.3061703665041273
Groundhog Day (1993),3.735562310030395,4.041358024691358,0.3057957146609631
2001: A Space Odyssey (1968),3.8255813953488373,4.129737609329446,0.30415621398060866
"Treasure of the Sierra Madre, The (1948)",4.044943820224719,4.3489010989010985,0.30395727867637934
Kids in the Hall: Brain Candy (1996),3.173076923076923,3.4764150943396226,0.3033381712626997
Austin Powers: International Man of Mystery (1997),3.4788732394366195,3.781758957654723,0.3028857182181035
Bachelor Party (1984),2.890625,3.1925675675675675,0.30194256756756754
Blade (1998),3.221311475409836,3.522561863173217,0.301250387763381
