Sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,Variance
day0_rep1,-1.2798907810062523,-3800.697696354889,-37.813437303460766,-1.2732895307443288,0.0,-0.5910207580686117,0.0,0.0,0.0,-26.56699132483407,0.0,-403.32986262790354,-36.123592028613025,-27.940599305746456,-3.1442786671548393,-260.5132152466547,0.0,0.0219215117003055,-1.0304101438732929,-741.9627775100756,0.7229910666292569
day0_rep2,-0.1998949005553331,726.8264558155472,-2.6827092918339486,-2.525437244631195,0.0,-0.8111976647790817,0.0,0.0,0.0,-4.280448136312464,0.0,-107.72453392963926,3.0502877468165135,5.376159383797525,3.174271195600539,28.96187050192047,0.0,-1.4748927836854484,0.00497037449939873,30.974117173960174,0.15784466329358468
day0_rep3,-0.6777700148571646,-78.49664752606657,-10.366218437032689,3.102036605386748,0.0,-0.22249167635299777,0.0,0.0,0.0,-4.069635046446532,0.0,25.116082864347206,7.169694078018292,7.2090806720745055,-0.8315186028033146,3.901704600641705,0.0,0.19767188895001714,-0.29574466193843796,-71.58170314382998,0.06688876934662444
day1_rep1,0.19331057686123948,-373.6057469373252,-2.032319828078702,-1.4247361740388205,0.0,0.12216615075799048,0.0,0.0,0.0,-10.344850855431918,0.0,-22.665379005748516,-0.35329136444194115,-9.926807730428546,0.6190440876986549,54.56148491109071,0.0,0.26716969400693275,0.847217066922011,-34.47396343973318,0.028873546138851344
day1_rep2,-0.8482748370364949,-452.2151797759431,-8.249074058796321,0.2895754580265636,0.0,-0.2813639831534035,0.0,0.0,0.0,-11.64227347913333,0.0,-74.40204010747067,-16.644464360197478,-9.728324572987807,-0.7291066729345324,5.92466112885591,0.0,-1.7633404031685145,-1.3349122382904595,-139.4821546168292,0.012262572150576995
day1_rep3,-0.3003210666361237,-261.78600741483933,-1.8227579895004202,4.73798622403855,0.0,-0.7290928312972323,0.0,0.0,0.0,-0.808257174159653,0.0,-18.60026786770516,0.9757982749128327,1.6641452466492483,-0.4064568028906205,-19.46832281623569,0.0,1.5966674191213646,1.088203986641172,20.380872113104186,0.004613075563520581
day2_rep1,0.0007524726192250693,-44.52394961143575,-8.112645791819984,0.5063199691620727,0.0,0.4288520806332878,0.0,0.0,0.0,2.97612875463992,0.0,39.750409341998,1.1328022097397945,-1.7506212520075106,-2.3690919242975936,-67.2253714117588,0.0,0.4558170992654603,-0.016461863938921326,-46.72024847565758,0.003627251413368543
day2_rep2,0.12559504358818052,232.26734061057454,-1.754513034228395,-0.4872723374877064,0.0,0.2377456231983564,0.0,0.0,0.0,2.2578788519346538,0.0,-19.401812499387386,9.823061871601503,1.1935124599726445,-0.41210007783777924,-18.450490958803957,0.0,-2.6455100033205574,-1.3202595897908476,36.164134990994114,0.0015754926618311012
day2_rep3,0.688800436349312,-76.83163094153176,8.176943553634628,0.4553970224968394,0.0,0.48219589370017796,0.0,0.0,0.0,3.7939025265414745,0.0,-28.542988257581296,1.3079796795031229,-5.377344737207477,2.131544051220141,-39.65044016120342,0.0,1.6531017312585028,-1.1646375347061093,62.50988585263954,0.00041191326748928335
day4_rep1,-0.5247467671447364,119.31188654894866,1.6360036175242116,1.7516495691026603,0.0,-0.34092608253503276,0.0,0.0,0.0,-4.284449362854402,0.0,18.79607589016833,-11.74284452475645,9.547564858311603,0.6181942268517278,26.708389627062488,0.0,0.1607658849609492,2.5406716969311027,-1.081067085662113,0.00031373518005235876
day4_rep2,0.6797296836519101,-95.07822216379236,9.707801061245235,-1.116656120216395,0.0,-0.18786474216335347,0.0,0.0,0.0,-1.8218444955164492,0.0,35.17546731416234,-4.214110125562938,-4.293195372370349,0.9612618691651379,-9.983753368115018,0.0,0.4809301080508097,1.1382090149391673,39.37258911231016,0.00011735509956517361
day4_rep3,1.304450371008717,-97.1497312936399,-0.7371751733463912,-0.5679199477524912,0.0,-0.1528409800097033,0.0,0.0,0.0,-1.2316589318783442,0.0,22.053323157079532,-6.272993144442175,9.013205638663305,0.022172086593773233,5.210514802151431,0.0,-2.580448331605934,0.1803344062167233,31.885919503813742,0.00010628705324079283
day5_rep1,0.5203159041245219,178.50211034189917,-1.1869424099087134,-0.39904753481013,0.0,-0.08647509484640914,0.0,0.0,0.0,-1.7705370787429187,0.0,11.488469162038651,6.856749054599435,2.238024895195998,-0.43207258219177536,4.267081806879438,0.0,0.59554312143214,0.5506034599704928,39.14335296926296,0.00010247242128312491
day5_rep2,1.3492919291608598,92.14902210946113,7.750597856061086,-1.5360111715029987,0.0,1.1828485951724073,0.0,0.0,0.0,2.5247256467158743,0.0,30.56133022428513,-1.0170664615589906,-2.388551490197967,-0.05909509104192525,-23.037009224824228,0.0,2.136656543494778,0.635819723743927,-45.712759658855454,8.102081526518805e-05
day11_rep1,0.06812991853265413,73.10915356238687,-4.4207267436347015,0.10554088032500197,0.0,0.16511532435279416,0.0,0.0,0.0,4.863686223450465,0.0,11.3444494615457,-1.1184292684769592,-1.4621675685538245,1.0039656994029933,-29.330452262504778,0.0,-2.590190295288934,0.6077480488023559,-0.18225437442790504,5.173872760386665e-05
